hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset retweets_hashtag_freqs.tsv
helsinki2018	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
hepa	118166719	3.751515	.000619	.000165	2	3227	3	18162
hepammmmmmis	29447428	.936363	.000309	.000330	1	3227	6	18162
herdimmunity	45379403	.803896	.000619	.000770	2	3227	14	18162
herewego	614600545	5.627272	.000619	.000110	2	3227	2	18162
heroiamslava	578601744	.374545	.000309	.000825	1	3227	15	18162
herzog	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
hezbollah	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
highered	118166719	.702272	.000309	.000440	1	3227	8	18162
highriskcovid19	2886667320	.936363	.000309	.000330	1	3227	6	18162
highwaycode	29447428	5.631818	.001239	.000220	4	3227	4	18162
hillary	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
hillsborough	45379403	5.618181	.000309	.000055	1	3227	1	18162
history	45379403	.750454	.001239	.001651	4	3227	30	18162
hitler	45379403	2.250909	.000619	.000275	2	3227	5	18162
hiv	302984766	1.125454	.000619	.000550	2	3227	10	18162
hiviz	45379403	5.618181	.000309	.000055	1	3227	1	18162
hnt	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
hockeyday	302984766	5.618181	.000309	.000055	1	3227	1	18162
hockeyisforeveryone	302984766	5.618181	.000309	.000055	1	3227	1	18162
hogmanay	29447428	5.618181	.000309	.000055	1	3227	1	18162
holbycam	29447428	5.618181	.000309	.000055	1	3227	1	18162
holbycity	29447428	3.751515	.000619	.000165	2	3227	3	18162
holdtheline	86010091	1.689090	.000929	.000550	3	3227	10	18162
holdthelinecanada	86010091	1.872727	.000309	.000165	1	3227	3	18162
holdthemaccountable	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
holiday	29447428	1.123636	.000309	.000275	1	3227	5	18162
holidays	29447428	5.618181	.000309	.000055	1	3227	1	18162
holocaust	1308267623327518725	2.718045	.004338	.001596	14	3227	29	18162
holocaustmemorialday	1308267623327518725	2.211550	.003408	.001541	11	3227	28	18162
holocaustrememberanceday	1308267623327518725	1.872727	.000309	.000165	1	3227	3	18162
holocaustremembrance	1308267623327518725	3.754545	.001239	.000330	4	3227	6	18162
holocaustremembranceday	1308267623327518725	1.629063	.003408	.002092	11	3227	38	18162
holodomor	578601744	1.872727	.000309	.000165	1	3227	3	18162
homeland	302984766	5.618181	.000309	.000055	1	3227	1	18162
hometobilo	2886667320	.432167	.000309	.000715	1	3227	13	18162
honey	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
honeybee	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
honeybees	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
hongkong	1308267623327518725	1.872727	.000309	.000165	1	3227	3	18162
honk4hcws	302984766	2.809090	.000309	.000110	1	3227	2	18162
honkhonk	86010091	2.047933	.001239	.000605	4	3227	11	18162
honkhonkpoilievre	302984766	5.618181	.000309	.000055	1	3227	1	18162
honkytonks	302984766	5.618181	.000309	.000055	1	3227	1	18162
hope	45379403	1.404545	.000309	.000220	1	3227	4	18162
hostomel	578601744	1.125454	.000619	.000550	2	3227	10	18162
hotel	29447428	5.618181	.000309	.000055	1	3227	1	18162
hotspot	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
hottopics	614600545	5.633566	.004028	.000715	13	3227	13	18162
houseofgucci	1921951394	11.254545	.000619	.000055	2	3227	1	18162
houseplant	29447428	5.618181	.000309	.000055	1	3227	1	18162
houseplanthour	29447428	5.618181	.000309	.000055	1	3227	1	18162
houses	45379403	5.618181	.000309	.000055	1	3227	1	18162
houston	940778288871542786	1.123636	.000309	.000275	1	3227	5	18162
howardforward	45379403	5.618181	.000309	.000055	1	3227	1	18162
howardstrike	45379403	2.809090	.000309	.000110	1	3227	2	18162
howtogetoffontherightfoot	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
hsbc	1387010761994682371	4.222727	.000929	.000220	3	3227	4	18162
human	1387010761994682371	1.872727	.000309	.000165	1	3227	3	18162
humanevolution	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
humanitarian	1308267623327518725	1.872727	.000309	.000165	1	3227	3	18162
humanrights	940778288871542786	.330128	.000309	.000936	1	3227	17	18162
hungary	1921951394	.561818	.000309	.000550	1	3227	10	18162
hunger	45379403	2.809090	.000309	.000110	1	3227	2	18162
hvac	118166719	5.618181	.000309	.000055	1	3227	1	18162
hypersonic	45379403	5.618181	.000309	.000055	1	3227	1	18162
hysteria	45379403	5.618181	.000309	.000055	1	3227	1	18162
ialegislature	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
iamcanadian	302984766	.561818	.000309	.000550	1	3227	10	18162
iaq	118166719	2.809090	.000309	.000110	1	3227	2	18162
ic814	29447428	5.618181	.000309	.000055	1	3227	1	18162
icac	2886667320	1.125454	.000619	.000550	2	3227	10	18162
icbc	86010091	5.618181	.000309	.000055	1	3227	1	18162
icecream	614600545	2.809090	.000309	.000110	1	3227	2	18162
icfi	45379403	1.872727	.000309	.000165	1	3227	3	18162
icj	940778288871542786	1.404545	.000309	.000220	1	3227	4	18162
icu	302984766	.802597	.000309	.000385	1	3227	7	18162
icymi	86010091	.468181	.000309	.000660	1	3227	12	18162
id	1387010761994682371	4.332867	.003098	.000715	10	3227	13	18162
idahogop	1921951394	5.618181	.000309	.000055	1	3227	1	18162
idf	1308267623327518725	3.751515	.000619	.000165	2	3227	3	18162
idsillegal	1387010761994682371	2.814646	.009916	.003523	32	3227	64	18162
idu	302984766	5.627272	.000619	.000110	2	3227	2	18162
ieq	118166719	2.809090	.000309	.000110	1	3227	2	18162
iheartawards	1471037967926018051	5.627272	.000619	.000110	2	3227	2	18162
iheartawards2022	614600545	5.627272	.000619	.000110	2	3227	2	18162
ihuvariant	302984766	1.123636	.000309	.000275	1	3227	5	18162
illegal	1387010761994682371	2.813636	.000619	.000220	2	3227	4	18162
ilovela	29447428	5.631818	.001239	.000220	4	3227	4	18162
ilovethatforyou	1921951394	5.618181	.000309	.000055	1	3227	1	18162
ilovetruth	1387010761994682371	.802597	.000309	.000385	1	3227	7	18162
imaceleb	29447428	5.627272	.000619	.000110	2	3227	2	18162
imjustheretomakeyouthink	614600545	2.813636	.000619	.000220	2	3227	4	18162
immunocompromised	302984766	.702272	.000309	.000440	1	3227	8	18162
immunotherapy	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
impressionism	302984766	5.618181	.000309	.000055	1	3227	1	18162
imvu	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
incognito	1921951394	5.618181	.000309	.000055	1	3227	1	18162
inconvenienttruth	1387010761994682371	5.630303	.000929	.000165	3	3227	3	18162
incredible	29447428	5.618181	.000309	.000055	1	3227	1	18162
india	45379403	.255161	.000309	.001211	1	3227	22	18162
indian	45379403	5.618181	.000309	.000055	1	3227	1	18162
indianarmy	45379403	2.809090	.000309	.000110	1	3227	2	18162
induecard	2886667320	.561818	.000309	.000550	1	3227	10	18162
inearthasinheaven	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
inequality	45379403	1.872727	.000309	.000165	1	3227	3	18162
infectionmandate	118166719	2.166433	.001549	.000715	5	3227	13	18162
infections	45379403	5.627272	.000619	.000110	2	3227	2	18162
inflammation	29447428	.561818	.000309	.000550	1	3227	10	18162
inflation	45379403	.937436	.000929	.000991	3	3227	18	18162
infrastructurebill	45379403	5.618181	.000309	.000055	1	3227	1	18162
innovation	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
𝐈𝐧𝐧𝐨𝐯𝐚𝐭𝐢𝐨𝐧𝐅𝐨𝐫𝐄𝐯𝐞𝐫𝐲𝐨𝐧𝐞	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
insidejoke	29447428	5.618181	.000309	.000055	1	3227	1	18162
insiders	2886667320	1.611425	.021382	.013269	69	3227	241	18162
insidious	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
inspiration	2886667320	.802597	.000309	.000385	1	3227	7	18162
insupportofshahd	578601744	1.875757	.000619	.000330	2	3227	6	18162
insurrection	1308267623327518725	.802597	.000309	.000385	1	3227	7	18162
insurrectionists	1308267623327518725	1.404545	.000309	.000220	1	3227	4	18162
interiordesign	118166719	5.618181	.000309	.000055	1	3227	1	18162
internationalcriminalcourt	45379403	2.809090	.000309	.000110	1	3227	2	18162
internationalholocaustremembranceday	1308267623327518725	3.380000	.001859	.000550	6	3227	10	18162
internationalpuppyday	302984766	5.618181	.000309	.000055	1	3227	1	18162
internationalwomensday	302984766	.691204	.002169	.003138	7	3227	57	18162
involuntaryservitude	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
iof	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
iot	1387010761994682371	2.813636	.000619	.000220	2	3227	4	18162
iowa	940778288871542786	4.507272	.002479	.000550	8	3227	10	18162
iowans	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
ipcc	2886667320	1.407954	.001239	.000880	4	3227	16	18162
ipv	302984766	2.809090	.000309	.000110	1	3227	2	18162
iran	578601744	.511563	.000929	.001816	3	3227	33	18162
iranian	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
iraq	940778288871542786	1.206493	.000929	.000770	3	3227	14	18162
iraqis	45379403	5.618181	.000309	.000055	1	3227	1	18162
iraqwar	1387010761994682371	1.404545	.000309	.000220	1	3227	4	18162
ireland	578601744	.661324	.000619	.000936	2	3227	17	18162
irewal	29447428	5.618181	.000309	.000055	1	3227	1	18162
irondome	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
irpin	578601744	.562689	.000929	.001651	3	3227	30	18162
isis	578601744	4.023376	.001549	.000385	5	3227	7	18162
islam	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
isles	302984766	5.618181	.000309	.000055	1	3227	1	18162
israel	1308267623327518725	2.474051	.012395	.005010	40	3227	91	18162
israeli	1308267623327518725	1.535537	.000929	.000605	3	3227	11	18162
israeliapartheid	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
israelis	578601744	5.618181	.000309	.000055	1	3227	1	18162
istanbul	614600545	3.751515	.000619	.000165	2	3227	3	18162
istandwirhlisa	45379403	5.618181	.000309	.000055	1	3227	1	18162
istandwithbrooksfallis	302984766	5.618181	.000309	.000055	1	3227	1	18162
istandwithlisa	45379403	4.505454	.001239	.000275	4	3227	5	18162
istandwithneilyoung	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
istandwithtrudeau	302984766	2.084791	.003098	.001486	10	3227	27	18162
istandwithukraine	940778288871542786	.273144	.001549	.005671	5	3227	103	18162
isthisok	1229752606714728454	11.254545	.000619	.000055	2	3227	1	18162
itaintover	1921951394	5.618181	.000309	.000055	1	3227	1	18162
italy	614600545	1.206493	.000929	.000770	3	3227	14	18162
itncareers	29447428	5.618181	.000309	.000055	1	3227	1	18162
itsnotover	45379403	2.809090	.000309	.000110	1	3227	2	18162
itsyourwales	29447428	5.618181	.000309	.000055	1	3227	1	18162
itv	29447428	2.412987	.000929	.000385	3	3227	7	18162
itvnews	29447428	3.520454	.001549	.000440	5	3227	8	18162
iysse	45379403	5.618181	.000309	.000055	1	3227	1	18162
jabapalooza	302984766	3.380000	.001859	.000550	6	3227	10	18162
jabapaloozas	302984766	5.618181	.000309	.000055	1	3227	1	18162
jacket	29447428	5.618181	.000309	.000055	1	3227	1	18162
jacquesbaud	45379403	5.618181	.000309	.000055	1	3227	1	18162
jadapinkettsmith	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
jamaledwards	29447428	2.809090	.000309	.000110	1	3227	2	18162
james	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
jamesmcavoy	29447428	5.631818	.001239	.000220	4	3227	4	18162
jameswebb	45379403	5.618181	.000309	.000055	1	3227	1	18162
jameswebbtelescope	45379403	5.618181	.000309	.000055	1	3227	1	18162
jameswoods	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
jan6	578601744	.750303	.000619	.000825	2	3227	15	18162
jan6thinsurrection	45379403	.802597	.000309	.000385	1	3227	7	18162
janetjacksondoc	1471037967926018051	4.097520	.002479	.000605	8	3227	11	18162
january6	45379403	1.299300	.000929	.000715	3	3227	13	18162
january6th	45379403	.326138	.001239	.003799	4	3227	69	18162
january6thinsurrection	45379403	.468181	.000309	.000660	1	3227	12	18162
japan	45379403	1.055681	.000929	.000880	3	3227	16	18162
japanese	578601744	1.872727	.000309	.000165	1	3227	3	18162
jarablus	578601744	5.618181	.000309	.000055	1	3227	1	18162
jasonderulo	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
jasonvale	29447428	5.618181	.000309	.000055	1	3227	1	18162
jaws	29447428	5.618181	.000309	.000055	1	3227	1	18162
jazz	45379403	4.222727	.000929	.000220	3	3227	4	18162
jeddah	29447428	5.630303	.000929	.000165	3	3227	3	18162
jeebus	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
jeffbezos	45379403	5.618181	.000309	.000055	1	3227	1	18162
jenpsaki	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
jersey	29447428	2.809090	.000309	.000110	1	3227	2	18162
jerusalem	1308267623327518725	.654414	.001549	.002367	5	3227	43	18162
jessconradobe	29447428	5.618181	.000309	.000055	1	3227	1	18162
jesusisalive	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
jesusofnazareth	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
jets	614600545	5.618181	.000309	.000055	1	3227	1	18162
jew	1308267623327518725	1.872727	.000309	.000165	1	3227	3	18162
jewish	1308267623327518725	4.064581	.004028	.000991	13	3227	18	18162
jews	1308267623327518725	4.381818	.002169	.000495	7	3227	9	18162
jfkl	1921951394	5.627272	.000619	.000110	2	3227	2	18162
jft97	45379403	5.618181	.000309	.000055	1	3227	1	18162
jimlawrence	45379403	5.618181	.000309	.000055	1	3227	1	18162
jimmycarterisright	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
jimmysavile	1229752606714728454	2.111363	.000929	.000440	3	3227	8	18162
joanmiro	45379403	5.618181	.000309	.000055	1	3227	1	18162
jobhunt	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
jobsearch	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
joebiden	940778288871542786	.510743	.000309	.000605	1	3227	11	18162
joemanchin	45379403	5.618181	.000309	.000055	1	3227	1	18162
joeroganexperience	29447428	1.872727	.000309	.000165	1	3227	3	18162
joeroganisaracist	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
johnbolton	940778288871542786	5.630303	.000929	.000165	3	3227	3	18162
johncomaroff	45379403	5.618181	.000309	.000055	1	3227	1	18162
johndeere	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
johnnydepp	614600545	2.112500	.001859	.000880	6	3227	16	18162
johnson	45379403	2.080568	.005268	.002532	17	3227	46	18162
johnsonliedpeopledied	45379403	.510743	.000309	.000605	1	3227	11	18162
johnsonout	45379403	.139778	.001239	.008864	4	3227	161	18162
johnsonout25	45379403	1.872727	.000309	.000165	1	3227	3	18162
johnsonout27	45379403	.624242	.000309	.000495	1	3227	9	18162
johnsonout40	45379403	5.618181	.000309	.000055	1	3227	1	18162
johnsonout7	45379403	.936363	.000309	.000330	1	3227	6	18162
johnsonout9	45379403	.937878	.000619	.000660	2	3227	12	18162
johnsonouttoday	45379403	.468181	.000309	.000660	1	3227	12	18162
johnwedger	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
jointhelegion	1921951394	5.618181	.000309	.000055	1	3227	1	18162
journalismisnotacrime	1921951394	1.872727	.000309	.000165	1	3227	3	18162
joy	302984766	5.631818	.001239	.000220	4	3227	4	18162
joyreid	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
joytrain	302984766	4.505454	.001239	.000275	4	3227	5	18162
judgesteveharvey	614600545	5.631818	.001239	.000220	4	3227	4	18162
juliachild	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
julianrrrrrrange	45379403	5.008080	.002479	.000495	8	3227	9	18162
junebrown	29447428	5.627272	.000619	.000110	2	3227	2	18162
jussiesmollett	614600545	4.023376	.001549	.000385	5	3227	7	18162
justice	940778288871542786	.468181	.000309	.000660	1	3227	12	18162
justiceforellie	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
justiceforjohnnydeppvirginia2022	45379403	2.809090	.000309	.000110	1	3227	2	18162
justiceformyanmar	578601744	3.751515	.000619	.000165	2	3227	3	18162
justicematters	1921951394	.300072	.001239	.004129	4	3227	75	18162
justincastreau	86010091	5.618181	.000309	.000055	1	3227	1	18162
justincredible	86010091	2.809090	.000309	.000110	1	3227	2	18162
justinflation	86010091	2.809090	.000309	.000110	1	3227	2	18162
justinjournalism	86010091	5.618181	.000309	.000055	1	3227	1	18162
justinjournos	86010091	5.618181	.000309	.000055	1	3227	1	18162
justsaying	1387010761994682371	.802597	.000309	.000385	1	3227	7	18162
kabul	578601744	1.404545	.000309	.000220	1	3227	4	18162
kadyrov	578601744	.936363	.000309	.000330	1	3227	6	18162
kakenews	29447428	5.618181	.000309	.000055	1	3227	1	18162
kalinovka	1229752606714728454	5.618181	.000309	.000055	1	3227	1	18162
kalinowskiforum	578601744	5.618181	.000309	.000055	1	3227	1	18162
kalushorchestra	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
kamalaharris	45379403	.936363	.000309	.000330	1	3227	6	18162
kamilavalieva	45379403	1.872727	.000309	.000165	1	3227	3	18162
kandiandthegang	614600545	5.631818	.001239	.000220	4	3227	4	18162
kansas	29447428	1.123636	.000309	.000275	1	3227	5	18162
kansastornado	29447428	5.618181	.000309	.000055	1	3227	1	18162
kanyewest	614600545	2.250909	.000619	.000275	2	3227	5	18162
kanyewestdoooooooentary	614600545	5.618181	.000309	.000055	1	3227	1	18162
karankundrra	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
karate	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
karenconvoy	302984766	.802597	.000309	.000385	1	3227	7	18162
katanjibrownjackson	45379403	2.809090	.000309	.000110	1	3227	2	18162
katg	614600545	5.627272	.000619	.000110	2	3227	2	18162
kayburley	29447428	.224993	.000929	.004129	3	3227	75	18162
kazakhstan	578601744	.535467	.000619	.001156	2	3227	21	18162
keepplanb	578601744	5.618181	.000309	.000055	1	3227	1	18162
keeppounding	614600545	5.618181	.000309	.000055	1	3227	1	18162
keepschoolssafe	118166719	5.618181	.000309	.000055	1	3227	1	18162
kennethbranagh	29447428	5.630303	.000929	.000165	3	3227	3	18162
kennethwalker	614600545	2.809090	.000309	.000110	1	3227	2	18162
kenyakfc	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
kerala	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
ketanjibrownjackson	940778288871542786	.344456	.000929	.002697	3	3227	49	18162
ketogenic	578601744	5.618181	.000309	.000055	1	3227	1	18162
kevinmccarthy	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
kgb	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
kharkiv	578601744	.328288	.002169	.006607	7	3227	120	18162
kharkov	1229752606714728454	.624242	.000309	.000495	1	3227	9	18162
khaybarbuster	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
kherson	578601744	.703661	.002479	.003523	8	3227	64	18162
khmelnytsky	578601744	5.618181	.000309	.000055	1	3227	1	18162
kids	45379403	1.607792	.000619	.000385	2	3227	7	18162
kiev	1387010761994682371	.288309	.000619	.002147	2	3227	39	18162
kimberleykitching	2886667320	2.809090	.000309	.000110	1	3227	2	18162
kimpotter	614600545	4.222727	.000929	.000220	3	3227	4	18162
kinderdurchseuchungstoppen	45379403	2.809090	.000309	.000110	1	3227	2	18162
kindness	302984766	1.535537	.000929	.000605	3	3227	11	18162
kindnessmatters	1308267623327518725	.624242	.000309	.000495	1	3227	9	18162
